SK_ID_CURR,TARGET
100002,0.46115764224655126
100003,0.43806654702483444
100004,0.46222266215152064
100006,0.5152819879460444
100007,0.4500444928717183
100008,0.4261762860055141
100009,0.39416823857757355
100010,0.39081051663110267
100011,0.37926665380871194
100012,0.3838952898958056
100014,0.44819960538391823
100015,0.3139984223245682
100016,0.392644028427516
100017,0.461130590115087
100018,0.5114792267732758
100019,0.47598156165899874
100020,0.4976402202490091
100021,0.36535979814304714
100022,0.48242578689101856
100023,0.3909257623368035
100024,0.5201277787571497
100025,0.48635249106276635
100026,0.5032549164118629
100027,0.4024534134649882
100029,0.49514812795000285
100030,0.5088035879662207
100031,0.4611242175610936
100032,0.523836372541526
100033,0.541820580294108
100034,0.4537106284721452
100035,0.3904834728579097
100036,0.4740684659464032
100037,0.38279758746483417
100039,0.4762810417259638
100040,0.31801130812805406
100041,0.5292713196555267
100043,0.4034903772515783
100044,0.4028812987556503
100045,0.3981205451868008
100046,0.4617449874472136
100047,0.4370206553049645
100048,0.5130395387729463
100049,0.433388861470344
100050,0.42644479811831876
100051,0.544380492678463
100052,0.4695131869482589
100053,0.37917621647909694
100054,0.48168879146175453
100055,0.4164223008354969
100056,0.40631260261763463
100058,0.5009333882025133
100059,0.4487105685805865
100060,0.4702110424067089
100061,0.47885511569783423
100062,0.4066374243255833
100063,0.44131193798089163
100064,0.4373954191078782
100068,0.5048375637867817
100069,0.4670742184819593
100070,0.4268512800461475
100071,0.533980398844435
100072,0.48071910305379206
100073,0.29291829692315235
100075,0.4728154576171647
100076,0.4555331029149483
100077,0.47209782178730303
100078,0.4374225747026994
100079,0.4537152231993333
100080,0.398547127723333
100081,0.36857895109641203
100082,0.44989945899887873
100083,0.40934348795884695
100084,0.4674562263160101
100085,0.4278320298612736
100086,0.3887655403205416
100087,0.4282877898891748
100088,0.4219023702561656
100089,0.48644244886987803
100093,0.5390033005040534
100094,0.35916588434855656
100095,0.434061560574638
100096,0.4104335511446775
100097,0.5021295818609645
100098,0.4686774304798741
100099,0.4403279377925947
100100,0.4270020630008457
100101,0.44327818004204705
100102,0.4411561403553089
100103,0.48633209016231016
100104,0.41355199978480517
100105,0.46158358683131506
100108,0.5106183701889506
100110,0.5363737499700414
100111,0.41124962859889685
100112,0.5677924515232754
100113,0.37163131666998134
100114,0.5106299602390927
100115,0.4893250721930472
100116,0.41742981079637376
100118,0.41550713204088763
100119,0.4996686895386584
100120,0.4993381373111482
100121,0.4718158933432017
100122,0.47543244670856605
100123,0.40120144592953794
100124,0.37372887923964543
100125,0.4141460190331069
100126,0.43302307710606536
100127,0.30122151738216396
100129,0.4872437559405454
100130,0.5036323767039558
100131,0.4662518074557995
100132,0.537948041618126
100133,0.4781686976671935
100134,0.4668859821903971
100135,0.4744517273118227
100136,0.360585008777999
100137,0.4553725630078475
100138,0.37510637093458926
100139,0.4148539600994487
100140,0.5256800016156158
100142,0.3890494830858943
100143,0.42977842163204993
100144,0.49607364412186017
100145,0.4453520467312618
100146,0.3602262816276112
100147,0.43732837965599913
100148,0.3949682023027951
100149,0.4986513980453284
100151,0.5065767816287021
100152,0.37737705633511354
100153,0.39579248051524046
100154,0.49031220349384247
100155,0.442368707220934
100156,0.36998561590247153
100157,0.4824720805126177
100158,0.39854882236324535
100159,0.4082394214242519
100160,0.5382045060185866
100161,0.447556476061461
100162,0.3102264405207445
100163,0.3973362034720228
100164,0.5353313938285396
100165,0.32462331027464164
100166,0.5056167172671111
100167,0.5259722177964753
100173,0.4128546937756312
100174,0.4527708723095098
100175,0.4127749525253901
100176,0.4829556708708997
100177,0.5261963217780603
100178,0.4033350458988424
100179,0.5232768617954352
100180,0.36783781191324305
100181,0.5150103539716012
100182,0.37812542548309963
100183,0.39112237592020793
100185,0.33125733279130126
100186,0.31701443196794493
100188,0.4868924714645037
100189,0.4826467779919392
100190,0.48068113104286686
100191,0.34820354360036904
100192,0.5376927417718506
100193,0.39471534454845364
100194,0.47869190948742735
100195,0.459098153900165
100196,0.45060449141521747
100197,0.4122814887664811
100198,0.5211543482889268
100199,0.46700180882300857
100200,0.5158279119738063
100201,0.44676308764937683
100202,0.3534163653303746
100203,0.41964184387770304
100204,0.4502271016061735
100205,0.42951011594104643
100206,0.5165836495257162
100207,0.37841228828104756
100208,0.4118276513959507
100209,0.5187642061790837
100210,0.43962931351691403
100211,0.5726539540234404
100213,0.39316137181936756
100214,0.5413636710120688
100215,0.28082469487000133
100216,0.48746073867634937
100217,0.5097441894841768
100218,0.49644224977704327
100219,0.46940629767732306
100220,0.370742334165926
100221,0.644402559633839
100224,0.4457833381008312
100225,0.422057640089937
100226,0.5137916854374145
100227,0.49763842354834387
100228,0.43227421192481685
100229,0.45529280810040207
100230,0.4822039017871742
100231,0.5041673449900237
100233,0.3962200276099439
100234,0.5129354604934364
100235,0.4664829939304723
100236,0.5103125061949959
100237,0.4438588448360676
100238,0.5726134120299179
100239,0.3940326799574812
100240,0.4859170045048316
100242,0.39307064233437444
100243,0.46372532400596866
100244,0.5839759729315839
100246,0.5148077385438046
100247,0.4167530793890749
100248,0.29029910154691263
100249,0.39812618166908204
100250,0.4355057914244141
100251,0.4221545967597469
100252,0.5938080640719299
100254,0.46284530156189946
100255,0.5341636396920766
100257,0.2993755972771286
100258,0.5123233957896378
100259,0.33498985367117784
100260,0.4846776443899831
100261,0.3596798925719804
100262,0.3695524957484594
100263,0.3408224849894083
100264,0.319176756551313
100265,0.5000337524710058
100266,0.39003184242428895
100267,0.41354719576437216
100268,0.43119080480712546
100269,0.48658795498360147
100270,0.28506258557603875
100272,0.49438517845548535
100273,0.4759041958515804
100274,0.32753768567916647
100275,0.28695225892389375
100276,0.5566016024979884
100277,0.35637661917950214
100279,0.3611672888728751
100281,0.40848630670983926
100282,0.4908749088821702
100283,0.46292296970186547
100284,0.481956846322527
100285,0.49066074762361
100286,0.5193120701232867
100287,0.4315262550881229
100288,0.47254648658510423
100289,0.47610351216222857
100290,0.47077239519064157
100291,0.45916418647167195
100292,0.41279068019475856
